"player_id","CONF","franchise_id","drop_time_key","lock_kind","date_locked_text","release_condition","dropped_by"
"15301","NFC","0012","2026-09-16 18:03:48","drop","Wed Sep 16 6:03:48 p.m. ET 2026","Waivers After Thu Sep 17 6:03:48 p.m. ET 2026","Tampa Bay Buccaneers"
"16778","NFC","0013","2026-09-17 03:28:02","drop","Thu Sep 17 3:28:02 a.m. ET 2026","Waivers After Fri Sep 18 3:28:02 a.m. ET 2026","Arizona Cardinals"
"15788","NFC","0015","2026-09-16 12:24:48","drop","Wed Sep 16 12:24:48 p.m. ET 2026","Waivers After Thu Sep 17 12:24:48 p.m. ET 2026","San Francisco 49ers"
"15981","NFC","0008","2026-09-17 05:00:00","drop","Thu Sep 17 5:00:00 a.m. ET 2026","Waivers After Fri Sep 18 5:00:00 a.m. ET 2026","Minnesota Vikings"
"15620","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16846","NFC","0012","2026-09-17 19:26:58","drop","Thu Sep 17 7:26:58 p.m. ET 2026","Waivers After Fri Sep 18 7:26:58 p.m. ET 2026","Tampa Bay Buccaneers"
"11945","NFC","0009","2026-09-17 12:37:14","drop","Thu Sep 17 12:37:14 p.m. ET 2026","Waivers After Fri Sep 18 12:37:14 p.m. ET 2026","Atlanta Falcons"
"12218","NFC","0009","2026-09-17 12:37:14","drop","Thu Sep 17 12:37:14 p.m. ET 2026","Waivers After Fri Sep 18 12:37:14 p.m. ET 2026","Atlanta Falcons"
"16794","NFC","0016","2026-09-16 17:21:44","drop","Wed Sep 16 5:21:44 p.m. ET 2026","Waivers After Thu Sep 17 5:21:44 p.m. ET 2026","Seattle Seahawks"
"13742","NFC","0005","2026-09-17 12:41:02","drop","Thu Sep 17 12:41:02 p.m. ET 2026","Waivers After Fri Sep 18 12:41:02 p.m. ET 2026","Chicago Bears"
"16486","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"12698","NFC","0010","2026-09-16 19:00:17","drop","Wed Sep 16 7:00:17 p.m. ET 2026","Waivers After Thu Sep 17 7:00:17 p.m. ET 2026","Carolina Panthers"
"16091","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"11706","NFC","0009","2026-09-17 22:03:36","drop","Thu Sep 17 10:03:36 p.m. ET 2026","Waivers After Fri Sep 18 10:03:36 p.m. ET 2026","Atlanta Falcons"
"14879","NFC","0013","2026-09-17 03:28:02","drop","Thu Sep 17 3:28:02 a.m. ET 2026","Waivers After Fri Sep 18 3:28:02 a.m. ET 2026","Arizona Cardinals"
"15565","NFC","0002","2026-09-16 14:45:51","drop","Wed Sep 16 2:45:51 p.m. ET 2026","Waivers After Thu Sep 17 2:45:51 p.m. ET 2026","New York Giants"
"17016","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"14979","NFC","0007","2026-09-17 14:14:41","drop","Thu Sep 17 2:14:41 p.m. ET 2026","Waivers After Fri Sep 18 2:14:41 p.m. ET 2026","Green Bay Packers"
"16236","NFC","0009","2026-09-16 19:47:06","drop","Wed Sep 16 7:47:06 p.m. ET 2026","Waivers After Thu Sep 17 7:47:06 p.m. ET 2026","Atlanta Falcons"
"17449","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16756","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16714","NFC","0002","2026-09-16 13:08:22","drop","Wed Sep 16 1:08:22 p.m. ET 2026","Waivers After Thu Sep 17 1:08:22 p.m. ET 2026","New York Giants"
"16674","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"17156","NFC","0011","2026-09-17 17:18:31","drop","Thu Sep 17 5:18:31 p.m. ET 2026","Waivers After Fri Sep 18 5:18:31 p.m. ET 2026","New Orleans Saints"
"15684","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"17423","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16989","NFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"14095","AFC","0027","2026-09-17 13:06:50","drop","Thu Sep 17 1:06:50 p.m. ET 2026","Waivers After Fri Sep 18 1:06:50 p.m. ET 2026","Jacksonville Jaguars"
"15795","AFC","0025","2026-09-16 14:33:07","drop","Wed Sep 16 2:33:07 p.m. ET 2026","Waivers After Thu Sep 17 2:33:07 p.m. ET 2026","Houston Texans"
"16212","AFC","0029","2026-09-17 18:25:57","drop","Thu Sep 17 6:25:57 p.m. ET 2026","Waivers After Fri Sep 18 6:25:57 p.m. ET 2026","Denver Broncos"
"15620","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16036","AFC","0027","2026-09-17 13:03:35","drop","Thu Sep 17 1:03:35 p.m. ET 2026","Waivers After Fri Sep 18 1:03:35 p.m. ET 2026","Jacksonville Jaguars"
"13844","AFC","0027","2026-09-17 13:03:21","drop","Thu Sep 17 1:03:21 p.m. ET 2026","Waivers After Fri Sep 18 1:03:21 p.m. ET 2026","Jacksonville Jaguars"
"13742","AFC","0018","2026-09-16 21:13:31","drop","Wed Sep 16 9:13:31 p.m. ET 2026","Waivers After Thu Sep 17 9:13:31 p.m. ET 2026","Miami Dolphins"
"16486","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16091","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"17016","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16722","AFC","0029","2026-09-16 17:34:25","drop","Wed Sep 16 5:34:25 p.m. ET 2026","Waivers After Thu Sep 17 5:34:25 p.m. ET 2026","Denver Broncos"
"17449","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16756","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16674","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"13227","AFC","0018","2026-09-16 21:13:31","drop","Wed Sep 16 9:13:31 p.m. ET 2026","Waivers After Thu Sep 17 9:13:31 p.m. ET 2026","Miami Dolphins"
"16240","AFC","0028","2026-09-16 21:56:53","drop","Wed Sep 16 9:56:53 p.m. ET 2026","Waivers After Thu Sep 17 9:56:53 p.m. ET 2026","Tennessee Titans"
"15684","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"14907","AFC","0018","2026-09-16 21:13:31","drop","Wed Sep 16 9:13:31 p.m. ET 2026","Waivers After Thu Sep 17 9:13:31 p.m. ET 2026","Miami Dolphins"
"17423","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
"16989","AFC",NA,"2026-09-17 03:37:00","system","Thu Sep 17 3:37:00 a.m. ET 2026","Waivers After Fri Sep 18 3:37:00 a.m. ET 2026","Added To System"
